dates,url,title,title_score,first_para,firstP_score,content_scores
2019-04-02,https://www.marketwatch.com/story/netflixs-stock-now-a-top-pick-at-jp-morgan-2019-04-02,The Ratings Game: Netflix’s stock now a ‘top pick’ at J.P. Morgan,0.0,"The stock

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    NFLX, +0.50%

                            
                                  
      
      
      
      
      
      
      
                                         which was little changed in afternoon trade Tuesday, has gained 4.1% since it reported after the Jan. 17 close fourth-quarter earnings that beat earnings and subscriber expectations, while the S&P 500 index

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    SPX, +0.12%

                            
                                  
      
      
      
      
      
      
      
                                         has climbed 8.8%. Meanwhile, stocks within Anmuth’s internet coverage have advanced more than 8% on average over the same period.",0.5574,0.3301466666666667
2019-04-05,https://www.marketwatch.com/story/snap-stock-gains-after-new-features-but-can-they-make-money-2019-04-05,"The Ratings Game: Snap stock gains after new features, but can they make money?",0.1779,"Snap also plans to make it easier for third-party apps like those from Netflix Inc. 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    NFLX, +0.50%

                            
                                  
      
      
      
      
      
      
      
                                         Fitbit Inc. 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    FIT, +0.26%

                            
                                  
      
      
      
      
      
      
      
                                         and PayPal Holdings Inc. 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    PYPL, -1.02%

                            
                                  
      
      
      
      
      
      
      
                                         to integrate with the Snapchat platform, but Nowak sees monetization hurdles there as well. “We question the scalability of this third-party ad network,” he wrote, since the company will be going up against Alphabet Inc.’s 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    GOOGL, +0.36%
GOOG, +0.31%

                            
                                  
      
      
      
      
      
      
      
                                         Google and likely has to offer partners very attractive terms in order to be a viable competitor. ",0.8935,0.36632727272727267
2019-03-20,https://www.marketwatch.com/story/amds-stock-moves-into-risky-territory-on-google-gaming-hype-2019-03-20,AMD’s stock moves into risky territory on Google gaming hype,-0.2023,"Alphabet’s Google 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    GOOG, +0.37%
GOOGL, +0.36%

                            
                                  
      
      
      
      
      
      
      
                                         has announced a cloud-based gaming service called Stadia. Stadia is meant to be the Netflix 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    NFLX, +0.50%

                            
                                  
      
      
      
      
      
      
      
                                         of gaming. Gamers will be able to stream complex games to their screens without needing consoles or high-powered graphic chips in their computers. ",0.0,0.06796119402985076
2019-03-27,https://www.marketwatch.com/story/how-to-marie-kondo-your-subscriptions-with-the-click-of-a-button-2019-03-27,How to ‘Marie Kondo’ your subscriptions with the click of a button,0.0,"On Monday, Apple 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    AAPL, -0.07%

                            
                                  
      
      
      
      
      
      
      
                                         announced a new streaming video service that will allow users to subscribe to channels such as HBO 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    T, +0.85%

                            
                                  
      
      
      
      
      
      
      
                                          and Showtime. With Netflix 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    NFLX, +0.50%

                            
                                  
      
      
      
      
      
      
      
                                         Hulu , and Amazon

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    AMZN, +0.11%

                            
                                  
      
      
      
      
      
      
      
                                         providing their own subscription video services, some have speculated that consumers have reached “peak subscription,” while others have complained about the amount of money they are shelling out each month to keep up with the latest shows. ",0.0772,0.135125
2019-03-25,https://www.marketwatch.com/story/apple-targets-payments-news-tv-and-videogames-in-event-aimed-at-subscription-services-2019-03-25,"Apple targets payments, news, TV and videogames in event aimed at subscription services",0.0,"Apple’s efforts with video programming are twofold: The company intends to make it easier for users to purchase subscriptions to services like HBO and Showtime through its new Apple TV offering, and the smartphone maker will also provide original content with big-name stars on a Netflix-like 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    NFLX, +0.49%

                            
                                  
      
      
      
      
      
      
      
                                         streaming service called Apple TV+. ",0.765,0.3391777777777778
2019-03-21,https://www.marketwatch.com/story/everything-coming-to-netflix-in-april-and-whats-leaving-2019-03-21,Everything coming to Netflix in April — and what’s leaving,0.0,"The streaming platform 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    NFLX, +0.49%

                            
                                  
      
      
      
      
      
      
      
                                          has some very dark shows and movies planned for spring. The second season of “Chilling Adventures of Sabrina,” chronicling Sabrina Spellman’s witch adventures, and Netflix original “Suzanna: Buried Alive,” about a pregnant woman who is murdered and whose spirit seeks revenge on her killers, will hit Netflix early next month. “Black Summer,” about the early days of a zombie apocalypse, arrives April 11. “The Silence,” featuring “Sabrina” stars Kiernan Shipka and Miranda Otto, about a world under attack by creatures who hunt human prey using sound, hits the streaming platform on April 12. ",-0.8979,0.012533333333333318
2019-04-09,https://www.marketwatch.com/story/the-start-of-a-new-rally-for-oil-prices-not-so-fast-says-this-strategist-2019-04-09,"Need to Know: The start of a new rally for oil prices? Not so fast, says this strategist",0.0,"Netflix 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    NFLX, +0.46%

                            
                                  
      
      
      
      
      
      
      
                                         has reportedly postponed the release of feature film “Otherhood,” in the wake of star Felicity Huffman’s involvement in the college admission scandal. ",-0.5719,0.009417777777777766
2019-04-02,https://www.marketwatch.com/story/charting-a-bullish-second-quarter-start-sp-500-nails-major-resistance-2873-2019-04-02-121033714,"The Technical Indicator: Charting a bullish second-quarter start, S&P 500 nails major resistance (2,873)",0.0,"Editor’s Note: This is a free edition of The Technical Indicator, a daily MarketWatch subscriber newsletter. To get this column each market day, click here.",0.5106,0.11128380952380952
2019-04-02,https://www.marketwatch.com/story/justice-department-reportedly-warns-academy-against-blocking-netflix-at-the-oscars-2019-04-02,Justice Department reportedly warns Academy against blocking Netflix at the Oscars,0.1027,"The Justice Department has warned the Academy of Motion Picture Arts and Sciences not to limit the eligibility of streaming services for Oscars, Variety reported, citing a letter from Makan Delrahim, the chief of the DOJ's antitrust division. The report quoted Delrahim as writing that if the Academy ""establishes certain eligibility requirements for the Oscars that eliminate competition without procompetitive justification, such conduct may raise antitrust concerns."" Steven Spielberg has reportedly wanted to restrict movies that debut on Netflix 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    NFLX, +0.49%

                            
                                  
      
      
      
      
      
      
      
                                         at the same time they appear in movie theaters.",0.2023,0.13398333333333334
2019-03-25,https://www.marketwatch.com/story/netflixs-stock-rallies-erasing-previous-losses-after-apple-announces-rival-streaming-2019-03-25,"Netflix's stock rallies, erasing previous losses after Apple announces rival streaming",-0.4019,"Shares of Netflix Inc. 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    NFLX, +0.49%

                            
                                  
      
      
      
      
      
      
      
                                         rallied 1.3% toward fresh intraday highs in afternoon trade Monday, reversing earlier losses, after Apple Inc. 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    AAPL, -0.06%

                            
                                  
      
      
      
      
      
      
      
                                         announced its rival new Apple TV+ service. The new service will include original programming, and offer suggestions for shows and movies from over 150 streaming apps, including Amazon.com Inc.'s 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    AMZN, +0.10%

                            
                                  
      
      
      
      
      
      
      
                                         Amazon Prime and Hulu, but not Netflix. Reed Hastings, Netflix's CEO, said last week that the company had chosen not to integrate into Apple's services, while the Netflix app will continue to be available in Apple's app store. Netflix's stock was down as much as 1.0% as Apple started announcing its new services. Over teh past 12 months, Netflix shares have rallied 21.4% and Apple's stock has climbed 13.3%, while the Dow Jones Industrial Average 

                            
                            
                                  
      
      
      
      
      
      
      
                                  
                                    DJIA, +0.17%

                            
                                  
      
      
      
      
      
      
      
                                         has gained 8.4%.",0.8225,0.140025
